location,country,year,tax,gini
TTO,Trinidad and Tobago,2000,35.166484000000004,41.7
TTO,Trinidad and Tobago,2001,32.814719000000004,41.7
TTO,Trinidad and Tobago,2002,38.621638,41.7
TTO,Trinidad and Tobago,2003,29.329463,41.7
TTO,Trinidad and Tobago,2004,30.328045,41.7
TTO,Trinidad and Tobago,2005,22.319437,41.7
TUN,Tunisia,2000,51.820621,40.8
TUN,Tunisia,2001,51.020046,40.7
TUN,Tunisia,2002,49.145421999999996,40.6
TUN,Tunisia,2003,47.500971,40.5
TUN,Tunisia,2004,47.439516999999995,40.4
TUN,Tunisia,2005,45.013366,40.3
TUN,Tunisia,2006,43.048664,40.2
TUN,Tunisia,2007,41.191138,40.0
TUN,Tunisia,2008,40.963308000000005,39.8
TUN,Tunisia,2009,39.909743,39.6
TUN,Tunisia,2010,39.481142,39.5
TUN,Tunisia,2011,36.533327,39.3
TUN,Tunisia,2012,38.540752000000005,39.2
TUN,Tunisia,2013,36.219568,39.1
TUN,Tunisia,2014,36.400416,39.0
TUN,Tunisia,2015,35.793078,38.9
UGA,Uganda,1992,84.57242099999999,43.2
UGA,Uganda,1993,87.511814,43.2
UGA,Uganda,1994,88.369403,43.2
UGA,Uganda,1995,86.35086899999999,43.3
UGA,Uganda,1996,88.409576,43.4
UGA,Uganda,1997,85.55198,43.5
UGA,Uganda,1998,84.217337,43.6
UGA,Uganda,1999,81.759187,43.8
UGA,Uganda,2000,81.611337,44.0
UGA,Uganda,2001,79.19918,44.2
UGA,Uganda,2002,76.53814,44.4
UGA,Uganda,2003,74.969412,44.4
UGA,Uganda,2004,73.275223,44.5
UGA,Uganda,2005,70.905446,44.5
UGA,Uganda,2006,71.165414,44.5
UGA,Uganda,2007,70.676076,44.5
UGA,Uganda,2008,71.63107600000001,44.5
UGA,Uganda,2009,70.622801,44.5
UGA,Uganda,2010,67.305903,44.4
UGA,Uganda,2011,66.573552,44.2
UGA,Uganda,2012,65.23182800000001,44.1
UGA,Uganda,2013,64.030901,44.1
UGA,Uganda,2014,65.73615799999999,44.1
UGA,Uganda,2015,65.058099,44.1
UGA,Uganda,2016,65.041106,44.1
URY,Uruguay,1990,56.629954000000005,39.7
URY,Uruguay,1991,56.393468000000006,39.2
URY,Uruguay,1992,54.800155000000004,38.7
URY,Uruguay,1993,53.390265,38.6
URY,Uruguay,1994,53.352188,38.5
URY,Uruguay,1995,53.662721999999995,38.3
URY,Uruguay,1996,54.230548,38.4
URY,Uruguay,1997,55.463905000000004,38.7
URY,Uruguay,1998,54.867334,39.1
URY,Uruguay,1999,50.297481,39.6
URY,Uruguay,2000,50.073913,40.0
URY,Uruguay,2001,52.259549,40.6
URY,Uruguay,2002,52.542581000000006,41.0
URY,Uruguay,2003,55.228003,41.3
URY,Uruguay,2004,55.948696,41.8
URY,Uruguay,2005,54.431070999999996,41.6
URY,Uruguay,2006,55.046976,41.7
URY,Uruguay,2007,55.035366,41.8
URY,Uruguay,2008,49.586816999999996,41.1
URY,Uruguay,2009,47.232772,40.6
URY,Uruguay,2010,47.101498,39.3
URY,Uruguay,2011,47.02162,37.9
URY,Uruguay,2012,45.612249,36.5
URY,Uruguay,2013,43.965028000000004,36.6
URY,Uruguay,2014,43.733537,36.2
URY,Uruguay,2015,42.812244,36.1
URY,Uruguay,2016,41.281831,35.9
URY,Uruguay,2017,39.764803,35.9
URY,Uruguay,2018,39.443565,35.9
VEN,Venezuela,1990,11.10941,40.4
VEN,Venezuela,1991,14.233149,40.5
VEN,Venezuela,1992,23.586579,40.6
VEN,Venezuela,1993,28.621840999999996,41.1
VEN,Venezuela,1994,32.411675,41.5
VEN,Venezuela,1995,44.579188,41.9
VEN,Venezuela,1996,42.171040000000005,42.2
VEN,Venezuela,1997,43.021887,42.6
VEN,Venezuela,1998,66.321533,42.6
VEN,Venezuela,1999,56.261885,42.5
VEN,Venezuela,2000,47.680153000000004,42.4
VEN,Venezuela,2001,55.24959200000001,42.4
VEN,Venezuela,2002,54.976091000000004,42.4
VEN,Venezuela,2003,53.270512,42.1
VEN,Venezuela,2004,58.990506,41.8
VEN,Venezuela,2005,51.842602,41.4
VEN,Venezuela,2006,52.097004999999996,40.6
VEN,Venezuela,2007,46.940442,39.9
VEN,Venezuela,2008,47.088440999999996,39.2
VEN,Venezuela,2009,54.35484,38.6
VEN,Venezuela,2010,61.07079399999999,38.2
VEN,Venezuela,2011,58.649981000000004,37.9
VEN,Venezuela,2012,60.745673,37.6
VEN,Venezuela,2013,62.941341,37.5
